id,Long,Lat
1263,32.703,34.968
1264,32.703,34.98
1265,32.703,34.992
1266,32.703,35.004
1267,32.703,35.016
1268,32.703,35.028
1269,32.703,35.04
1270,32.703,35.052
1271,32.703,35.064
1272,32.703,35.076
1273,32.703,35.088
1274,32.703,35.1
1275,32.703,35.112
1276,32.703,35.124
1277,32.703,35.136
1278,32.703,35.148
1279,32.703,35.16
1280,32.703,35.172
1281,32.703,35.184
1282,32.714,34.644
1283,32.714,34.656
1284,32.714,34.668
1285,32.714,34.68
1286,32.714,34.692
1287,32.714,34.704
1288,32.714,34.716
1289,32.714,34.728
1290,32.714,34.74
1291,32.714,34.752
1292,32.714,34.764
1293,32.714,34.776
1294,32.714,34.788
1295,32.714,34.8
1296,32.714,34.812
1297,32.714,34.824
1298,32.714,34.836
1299,32.714,34.848
1300,32.714,34.86
1301,32.714,34.872
1302,32.714,34.884
1303,32.714,34.896
1304,32.714,34.908
1305,32.714,34.92
1306,32.714,34.932
1307,32.714,34.944
1308,32.714,34.956
1309,32.714,34.968
1310,32.714,34.98
1311,32.714,34.992
1312,32.714,35.004
1313,32.714,35.016
1314,32.714,35.028
1315,32.714,35.04
1316,32.714,35.052
1317,32.714,35.064
1318,32.714,35.076
1319,32.714,35.088
1320,32.714,35.1
1321,32.714,35.112
1322,32.714,35.124
1323,32.714,35.136
1324,32.714,35.148
1325,32.714,35.16
1326,32.714,35.172
1327,32.714,35.184
1328,32.725,34.644
1329,32.725,34.656
1330,32.725,34.668
1331,32.725,34.68
1332,32.725,34.692
1333,32.725,34.704
1334,32.725,34.716
1335,32.725,34.728
1336,32.725,34.74
1337,32.725,34.752
1338,32.725,34.764
1339,32.725,34.776
1340,32.725,34.788
1341,32.725,34.8
1342,32.725,34.812
1343,32.725,34.824
1344,32.725,34.836
1345,32.725,34.848
1346,32.725,34.86
1347,32.725,34.872
1348,32.725,34.884
1349,32.725,34.896
1350,32.725,34.908
1351,32.725,34.92
1352,32.725,34.932
1353,32.725,34.944
1354,32.725,34.956
1355,32.725,34.968
1356,32.725,34.98
1357,32.725,34.992
1358,32.725,35.004
1359,32.725,35.016
1360,32.725,35.028
1361,32.725,35.04
1362,32.725,35.052
1363,32.725,35.064
1364,32.725,35.076
1365,32.725,35.088
1366,32.725,35.1
1367,32.725,35.112
1368,32.725,35.124
1369,32.725,35.136
1370,32.725,35.148
1371,32.725,35.16
1372,32.736,34.644
1373,32.736,34.656
1374,32.736,34.668
1375,32.736,34.68
1376,32.736,34.692
1377,32.736,34.704
1378,32.736,34.716
1379,32.736,34.728
1380,32.736,34.74
1381,32.736,34.752
1382,32.736,34.764
1383,32.736,34.776
1384,32.736,34.788
1385,32.736,34.8
1386,32.736,34.812
1387,32.736,34.824
1388,32.736,34.836
1389,32.736,34.848
1390,32.736,34.86
1391,32.736,34.872
1392,32.736,34.884
1393,32.736,34.896
1394,32.736,34.908
1395,32.736,34.92
1396,32.736,34.932
1397,32.736,34.944
1398,32.736,34.956
1399,32.736,34.968
1400,32.736,34.98
1401,32.736,34.992
1402,32.736,35.004
1403,32.736,35.016
1404,32.736,35.028
1405,32.736,35.04
1406,32.736,35.052
1407,32.736,35.064
1408,32.736,35.076
1409,32.736,35.088
1410,32.736,35.1
1411,32.736,35.112
1412,32.736,35.124
1413,32.736,35.136
1414,32.736,35.148
1415,32.736,35.16
1416,32.747,34.644
1417,32.747,34.656
1418,32.747,34.668
1419,32.747,34.68
1420,32.747,34.692
1421,32.747,34.704
1422,32.747,34.716
1423,32.747,34.728
1424,32.747,34.74
1425,32.747,34.752
1426,32.747,34.764
1427,32.747,34.776
1428,32.747,34.788
1429,32.747,34.8
1430,32.747,34.812
1431,32.747,34.824
1432,32.747,34.836
1433,32.747,34.848
1434,32.747,34.86
1435,32.747,34.872
1436,32.747,34.884
1437,32.747,34.896
1438,32.747,34.908
1439,32.747,34.92
1440,32.747,34.932
1441,32.747,34.944
1442,32.747,34.956
1443,32.747,34.968
1444,32.747,34.98
1445,32.747,34.992
1446,32.747,35.004
1447,32.747,35.016
1448,32.747,35.028
1449,32.747,35.04
1450,32.747,35.052
1451,32.747,35.064
1452,32.747,35.076
1453,32.747,35.088
1454,32.747,35.1
1455,32.747,35.112
1456,32.747,35.124
1457,32.747,35.136
1458,32.747,35.148
1459,32.758,34.644
1460,32.758,34.656
1461,32.758,34.668
1462,32.758,34.68
1463,32.758,34.692
1464,32.758,34.704
1465,32.758,34.716
1466,32.758,34.728
1467,32.758,34.74
1468,32.758,34.752
1469,32.758,34.764
1470,32.758,34.776
1471,32.758,34.788
1472,32.758,34.8
1473,32.758,34.812
1474,32.758,34.824
1475,32.758,34.836
1476,32.758,34.848
1477,32.758,34.86
1478,32.758,34.872
1479,32.758,34.884
1480,32.758,34.896
1481,32.758,34.908
1482,32.758,34.92
1483,32.758,34.932
1484,32.758,34.944
1485,32.758,34.956
1486,32.758,34.968
1487,32.758,34.98
1488,32.758,34.992
1489,32.758,35.004
1490,32.758,35.016
1491,32.758,35.028
1492,32.758,35.04
1493,32.758,35.052
1494,32.758,35.064
1495,32.758,35.076
1496,32.758,35.088
1497,32.758,35.1
1498,32.758,35.112
1499,32.758,35.124
1500,32.758,35.136
1501,32.758,35.148
1502,32.769,34.656
1503,32.769,34.668
1504,32.769,34.68
1505,32.769,34.692
1506,32.769,34.704
1507,32.769,34.716
1508,32.769,34.728
1509,32.769,34.74
1510,32.769,34.752
1511,32.769,34.764
1512,32.769,34.776
1513,32.769,34.788
1514,32.769,34.8
1515,32.769,34.812
1516,32.769,34.824
1517,32.769,34.836
1518,32.769,34.848
1519,32.769,34.86
1520,32.769,34.872
1521,32.769,34.884
1522,32.769,34.896
1523,32.769,34.908
1524,32.769,34.92
1525,32.769,34.932
1526,32.769,34.944
1527,32.769,34.956
1528,32.769,34.968
1529,32.769,34.98
1530,32.769,34.992
1531,32.769,35.004
1532,32.769,35.016
1533,32.769,35.028
1534,32.769,35.04
1535,32.769,35.052
1536,32.769,35.064
1537,32.769,35.076
1538,32.769,35.088
1539,32.769,35.1
1540,32.769,35.112
1541,32.769,35.124
1542,32.769,35.136
1543,32.78,34.656
1544,32.78,34.668
1545,32.78,34.68
1546,32.78,34.692
1547,32.78,34.704
1548,32.78,34.716
1549,32.78,34.728
1550,32.78,34.74
1551,32.78,34.752
1552,32.78,34.764
1553,32.78,34.776
1554,32.78,34.788
1555,32.78,34.8
1556,32.78,34.812
1557,32.78,34.824
1558,32.78,34.836
1559,32.78,34.848
1560,32.78,34.86
1561,32.78,34.872
1562,32.78,34.884
1563,32.78,34.896
1564,32.78,34.908
1565,32.78,34.92
1566,32.78,34.932
1567,32.78,34.944
1568,32.78,34.956
1569,32.78,34.968
1570,32.78,34.98
1571,32.78,34.992
1572,32.78,35.004
1573,32.78,35.016
1574,32.78,35.028
1575,32.78,35.04
1576,32.78,35.052
1577,32.78,35.064
1578,32.78,35.076
1579,32.78,35.088
1580,32.78,35.1
1581,32.78,35.112
1582,32.78,35.124
1583,32.78,35.136
1584,32.791,34.656
1585,32.791,34.668
1586,32.791,34.68
1587,32.791,34.692
1588,32.791,34.704
1589,32.791,34.716
1590,32.791,34.728
1591,32.791,34.74
1592,32.791,34.752
1593,32.791,34.764
1594,32.791,34.776
1595,32.791,34.788
1596,32.791,34.8
1597,32.791,34.812
1598,32.791,34.824
1599,32.791,34.836
1600,32.791,34.848
1601,32.791,34.86
1602,32.791,34.872
1603,32.791,34.884
1604,32.791,34.896
1605,32.791,34.908
1606,32.791,34.92
1607,32.791,34.932
1608,32.791,34.944
1609,32.791,34.956
1610,32.791,34.968
1611,32.791,34.98
1612,32.791,34.992
1613,32.791,35.004
1614,32.791,35.016
1615,32.791,35.028
1616,32.791,35.04
1617,32.791,35.052
1618,32.791,35.064
1619,32.791,35.076
1620,32.791,35.088
1621,32.791,35.1
1622,32.791,35.112
1623,32.791,35.124
1624,32.802,34.656
1625,32.802,34.668
1626,32.802,34.68
1627,32.802,34.692
1628,32.802,34.704
1629,32.802,34.716
1630,32.802,34.728
1631,32.802,34.74
1632,32.802,34.752
1633,32.802,34.764
1634,32.802,34.776
1635,32.802,34.788
1636,32.802,34.8
1637,32.802,34.812
1638,32.802,34.824
1639,32.802,34.836
1640,32.802,34.848
1641,32.802,34.86
1642,32.802,34.872
1643,32.802,34.884
1644,32.802,34.896
1645,32.802,34.908
1646,32.802,34.92
1647,32.802,34.932
1648,32.802,34.944
1649,32.802,34.956
1650,32.802,34.968
1651,32.802,34.98
1652,32.802,34.992
1653,32.802,35.004
1654,32.802,35.016
1655,32.802,35.028
1656,32.802,35.04
1657,32.802,35.052
1658,32.802,35.064
1659,32.802,35.076
1660,32.802,35.088
1661,32.802,35.1
1662,32.802,35.112
1663,32.802,35.124
1664,32.813,34.656
1665,32.813,34.668
1666,32.813,34.68
1667,32.813,34.692
1668,32.813,34.704
1669,32.813,34.716
1670,32.813,34.728
1671,32.813,34.74
1672,32.813,34.752
1673,32.813,34.764
1674,32.813,34.776
1675,32.813,34.788
1676,32.813,34.8
1677,32.813,34.812
1678,32.813,34.824
1679,32.813,34.836
1680,32.813,34.848
1681,32.813,34.86
1682,32.813,34.872
1683,32.813,34.884
1684,32.813,34.896
1685,32.813,34.908
1686,32.813,34.92
1687,32.813,34.932
1688,32.813,34.944
1689,32.813,34.956
1690,32.813,34.968
1691,32.813,34.98
1692,32.813,34.992
1693,32.813,35.004
1694,32.813,35.016
1695,32.813,35.028
1696,32.813,35.04
1697,32.813,35.052
1698,32.813,35.064
1699,32.813,35.076
1700,32.813,35.088
1701,32.813,35.1
1702,32.813,35.112
1703,32.813,35.124
1704,32.824,34.668
1705,32.824,34.68
1706,32.824,34.692
1707,32.824,34.704
1708,32.824,34.716
1709,32.824,34.728
1710,32.824,34.74
1711,32.824,34.752
1712,32.824,34.764
1713,32.824,34.776
1714,32.824,34.788
1715,32.824,34.8
1716,32.824,34.812
1717,32.824,34.824
1718,32.824,34.836
1719,32.824,34.848
1720,32.824,34.86
1721,32.824,34.872
1722,32.824,34.884
1723,32.824,34.896
1724,32.824,34.908
1725,32.824,34.92
1726,32.824,34.932
1727,32.824,34.944
1728,32.824,34.956
1729,32.824,34.968
1730,32.824,34.98
1731,32.824,34.992
1732,32.824,35.004
1733,32.824,35.016
1734,32.824,35.028
1735,32.824,35.04
1736,32.824,35.052
1737,32.824,35.064
1738,32.824,35.076
1739,32.824,35.088
1740,32.824,35.1
1741,32.824,35.112
1742,32.835,34.668
1743,32.835,34.68
1744,32.835,34.692
1745,32.835,34.704
1746,32.835,34.716
1747,32.835,34.728
1748,32.835,34.74
1749,32.835,34.752
1750,32.835,34.764
1751,32.835,34.776
1752,32.835,34.788
1753,32.835,34.8
1754,32.835,34.812
1755,32.835,34.824
1756,32.835,34.836
1757,32.835,34.848
1758,32.835,34.86
1759,32.835,34.872
1760,32.835,34.884
1761,32.835,34.896
1762,32.835,34.908
1763,32.835,34.92
1764,32.835,34.932
1765,32.835,34.944
1766,32.835,34.956
1767,32.835,34.968
1768,32.835,34.98
1769,32.835,34.992
1770,32.835,35.004
1771,32.835,35.016
1772,32.835,35.028
1773,32.835,35.04
1774,32.835,35.052
1775,32.835,35.064
1776,32.835,35.076
1777,32.835,35.088
1778,32.835,35.1
1779,32.835,35.112
1780,32.846,34.668
1781,32.846,34.68
1782,32.846,34.692
1783,32.846,34.704
1784,32.846,34.716
1785,32.846,34.728
1786,32.846,34.74
1787,32.846,34.752
1788,32.846,34.764
1789,32.846,34.776
1790,32.846,34.788
1791,32.846,34.8
1792,32.846,34.812
1793,32.846,34.824
1794,32.846,34.836
1795,32.846,34.848
1796,32.846,34.86
1797,32.846,34.872
1798,32.846,34.884
1799,32.846,34.896
1800,32.846,34.908
1801,32.846,34.92
1802,32.846,34.932
1803,32.846,34.944
1804,32.846,34.956
1805,32.846,34.968
1806,32.846,34.98
1807,32.846,34.992
1808,32.846,35.004
1809,32.846,35.016
1810,32.846,35.028
1811,32.846,35.04
1812,32.846,35.052
1813,32.846,35.064
1814,32.846,35.076
1815,32.846,35.088
1816,32.846,35.1
1817,32.846,35.112
1818,32.857,34.656
1819,32.857,34.668
1820,32.857,34.68
1821,32.857,34.692
1822,32.857,34.704
1823,32.857,34.716
1824,32.857,34.728
1825,32.857,34.74
1826,32.857,34.752
1827,32.857,34.764
1828,32.857,34.776
1829,32.857,34.788
1830,32.857,34.8
1831,32.857,34.812
1832,32.857,34.824
1833,32.857,34.836
1834,32.857,34.848
1835,32.857,34.86
1836,32.857,34.872
1837,32.857,34.884
1838,32.857,34.896
1839,32.857,34.908
1840,32.857,34.92
1841,32.857,34.932
1842,32.857,34.944
1843,32.857,34.956
1844,32.857,34.968
1845,32.857,34.98
1846,32.857,34.992
1847,32.857,35.004
1848,32.857,35.016
1849,32.857,35.028
1850,32.857,35.04
1851,32.857,35.052
1852,32.857,35.064
1853,32.857,35.076
1854,32.857,35.088
1855,32.857,35.1
1856,32.857,35.112
1857,32.868,34.656
1858,32.868,34.668
1859,32.868,34.68
1860,32.868,34.692
1861,32.868,34.704
1862,32.868,34.716
1863,32.868,34.728
1864,32.868,34.74
1865,32.868,34.752
1866,32.868,34.764
1867,32.868,34.776
1868,32.868,34.788
1869,32.868,34.8
1870,32.868,34.812
1871,32.868,34.824
1872,32.868,34.836
1873,32.868,34.848
1874,32.868,34.86
1875,32.868,34.872
1876,32.868,34.884
1877,32.868,34.896
1878,32.868,34.908
1879,32.868,34.92
1880,32.868,34.932
1881,32.868,34.944
1882,32.868,34.956
1883,32.868,34.968
1884,32.868,34.98
1885,32.868,34.992
1886,32.868,35.004
1887,32.868,35.016
1888,32.868,35.028
1889,32.868,35.04
1890,32.868,35.052
1891,32.868,35.064
1892,32.868,35.076
1893,32.868,35.088
1894,32.868,35.1
1895,32.868,35.112
1896,32.879,34.656
1897,32.879,34.668
1898,32.879,34.68
1899,32.879,34.692
1900,32.879,34.704
1901,32.879,34.716
1902,32.879,34.728
1903,32.879,34.74
1904,32.879,34.752
1905,32.879,34.764
1906,32.879,34.776
1907,32.879,34.788
1908,32.879,34.8
1909,32.879,34.812
1910,32.879,34.824
1911,32.879,34.836
1912,32.879,34.848
1913,32.879,34.86
1914,32.879,34.872
1915,32.879,34.884
1916,32.879,34.896
1917,32.879,34.908
1918,32.879,34.92
1919,32.879,34.932
1920,32.879,34.944
1921,32.879,34.956
1922,32.879,34.968
1923,32.879,34.98
1924,32.879,34.992
1925,32.879,35.004
1926,32.879,35.016
1927,32.879,35.028
1928,32.879,35.04
1929,32.879,35.052
1930,32.879,35.064
1931,32.879,35.076
1932,32.879,35.088
1933,32.879,35.1
1934,32.879,35.112
1935,32.89,34.644
1936,32.89,34.656
1937,32.89,34.668
1938,32.89,34.68
1939,32.89,34.692
1940,32.89,34.704
1941,32.89,34.716
1942,32.89,34.728
1943,32.89,34.74
1944,32.89,34.752
1945,32.89,34.764
1946,32.89,34.776
1947,32.89,34.788
1948,32.89,34.8
1949,32.89,34.812
1950,32.89,34.824
1951,32.89,34.836
1952,32.89,34.848
1953,32.89,34.86
1954,32.89,34.872
1955,32.89,34.884
1956,32.89,34.896
1957,32.89,34.908
1958,32.89,34.92
1959,32.89,34.932
1960,32.89,34.944
1961,32.89,34.956
1962,32.89,34.968
1963,32.89,34.98
1964,32.89,34.992
1965,32.89,35.004
1966,32.89,35.016
1967,32.89,35.028
1968,32.89,35.04
1969,32.89,35.052
1970,32.89,35.064
1971,32.89,35.076
1972,32.89,35.088
1973,32.89,35.1
1974,32.89,35.112
1975,32.901,34.632
1976,32.901,34.644
1977,32.901,34.656
1978,32.901,34.668
1979,32.901,34.68
1980,32.901,34.692
1981,32.901,34.704
1982,32.901,34.716
1983,32.901,34.728
1984,32.901,34.74
1985,32.901,34.752
1986,32.901,34.764
1987,32.901,34.776
1988,32.901,34.788
1989,32.901,34.8
1990,32.901,34.812
1991,32.901,34.824
1992,32.901,34.836
1993,32.901,34.848
1994,32.901,34.86
1995,32.901,34.872
1996,32.901,34.884
1997,32.901,34.896
1998,32.901,34.908
1999,32.901,34.92
2000,32.901,34.932
2001,32.901,34.944
2002,32.901,34.956
2003,32.901,34.968
2004,32.901,34.98
2005,32.901,34.992
2006,32.901,35.004
2007,32.901,35.016
2008,32.901,35.028
2009,32.901,35.04
2010,32.901,35.052
2011,32.901,35.064
2012,32.901,35.076
2013,32.901,35.088
2014,32.901,35.1
2015,32.901,35.112
2016,32.912,34.62
2017,32.912,34.632
2018,32.912,34.644
2019,32.912,34.656
2020,32.912,34.668
2021,32.912,34.68
2022,32.912,34.692
2023,32.912,34.704
2024,32.912,34.716
2025,32.912,34.728
2026,32.912,34.74
2027,32.912,34.752
2028,32.912,34.764
2029,32.912,34.776
2030,32.912,34.788
2031,32.912,34.8
2032,32.912,34.812
2033,32.912,34.824
2034,32.912,34.836
2035,32.912,34.848
2036,32.912,34.86
2037,32.912,34.872
2038,32.912,34.884
2039,32.912,34.896
2040,32.912,34.908
2041,32.912,34.92
2042,32.912,34.932
2043,32.912,34.944
2044,32.912,34.956
2045,32.912,34.968
2046,32.912,34.98
2047,32.912,34.992
2048,32.912,35.004
2049,32.912,35.016
2050,32.912,35.028
2051,32.912,35.04
2052,32.912,35.052
2053,32.912,35.064
2054,32.912,35.076
2055,32.912,35.088
2056,32.912,35.1
2057,32.912,35.112
2058,32.923,34.56
2059,32.923,34.572
2060,32.923,34.596
2061,32.923,34.608
2062,32.923,34.62
2063,32.923,34.632
2064,32.923,34.644
2065,32.923,34.656
2066,32.923,34.668
2067,32.923,34.68
2068,32.923,34.692
2069,32.923,34.704
2070,32.923,34.716
2071,32.923,34.728
2072,32.923,34.74
2073,32.923,34.752
2074,32.923,34.764
2075,32.923,34.776
2076,32.923,34.788
2077,32.923,34.8
2078,32.923,34.812
2079,32.923,34.824
2080,32.923,34.836
2081,32.923,34.848
2082,32.923,34.86
2083,32.923,34.872
2084,32.923,34.884
2085,32.923,34.896
2086,32.923,34.908
2087,32.923,34.92
2088,32.923,34.932
2089,32.923,34.944
2090,32.923,34.956
2091,32.923,34.968
2092,32.923,34.98
2093,32.923,34.992
2094,32.923,35.004
2095,32.923,35.016
2096,32.923,35.028
2097,32.923,35.04
2098,32.923,35.052
2099,32.923,35.064
2100,32.923,35.076
2101,32.923,35.088
2102,32.923,35.1
2103,32.923,35.112
2104,32.934,34.56
2105,32.934,34.572
2106,32.934,34.584
2107,32.934,34.596
2108,32.934,34.608
2109,32.934,34.62
2110,32.934,34.632
2111,32.934,34.644
2112,32.934,34.656
2113,32.934,34.668
2114,32.934,34.68
2115,32.934,34.692
2116,32.934,34.704
2117,32.934,34.716
2118,32.934,34.728
2119,32.934,34.74
2120,32.934,34.752
2121,32.934,34.764
2122,32.934,34.776
2123,32.934,34.788
2124,32.934,34.8
2125,32.934,34.812
2126,32.934,34.824
2127,32.934,34.836
2128,32.934,34.848
2129,32.934,34.86
2130,32.934,34.872
2131,32.934,34.884
2132,32.934,34.896
2133,32.934,34.908
2134,32.934,34.92
2135,32.934,34.932
2136,32.934,34.944
2137,32.934,34.956
2138,32.934,34.968
2139,32.934,34.98
2140,32.934,34.992
2141,32.934,35.004
2142,32.934,35.016
2143,32.934,35.028
2144,32.934,35.04
2145,32.934,35.052
2146,32.934,35.064
2147,32.934,35.076
2148,32.934,35.088
2149,32.934,35.1
2150,32.934,35.112
2151,32.945,34.56
2152,32.945,34.572
2153,32.945,34.584
2154,32.945,34.596
2155,32.945,34.608
2156,32.945,34.62
2157,32.945,34.632
2158,32.945,34.644
2159,32.945,34.656
2160,32.945,34.668
2161,32.945,34.68
2162,32.945,34.692
2163,32.945,34.704
2164,32.945,34.716
2165,32.945,34.728
2166,32.945,34.74
2167,32.945,34.752
2168,32.945,34.764
2169,32.945,34.776
2170,32.945,34.788
2171,32.945,34.8
2172,32.945,34.812
2173,32.945,34.824
2174,32.945,34.836
2175,32.945,34.848
2176,32.945,34.86
2177,32.945,34.872
2178,32.945,34.884
2179,32.945,34.896
2180,32.945,34.908
2181,32.945,34.92
2182,32.945,34.932
2183,32.945,34.944
2184,32.945,34.956
2185,32.945,34.968
2186,32.945,34.98
2187,32.945,34.992
2188,32.945,35.004
2189,32.945,35.016
2190,32.945,35.028
2191,32.945,35.04
2192,32.945,35.052
2193,32.945,35.064
2194,32.945,35.076
2195,32.945,35.088
2196,32.945,35.1
2197,32.945,35.112
2198,32.945,35.124
2199,32.956,34.56
2200,32.956,34.572
2201,32.956,34.584
2202,32.956,34.596
2203,32.956,34.608
2204,32.956,34.62
2205,32.956,34.632
2206,32.956,34.644
2207,32.956,34.656
2208,32.956,34.668
2209,32.956,34.68
2210,32.956,34.692
2211,32.956,34.704
2212,32.956,34.716
2213,32.956,34.728
2214,32.956,34.74
2215,32.956,34.752
2216,32.956,34.764
2217,32.956,34.776
2218,32.956,34.788
2219,32.956,34.8
2220,32.956,34.812
2221,32.956,34.824
2222,32.956,34.836
2223,32.956,34.848
2224,32.956,34.86
2225,32.956,34.872
2226,32.956,34.884
2227,32.956,34.896
2228,32.956,34.908
2229,32.956,34.92
2230,32.956,34.932
2231,32.956,34.944
2232,32.956,34.956
2233,32.956,34.968
2234,32.956,34.98
2235,32.956,34.992
2236,32.956,35.004
2237,32.956,35.016
2238,32.956,35.028
2239,32.956,35.04
2240,32.956,35.052
2241,32.956,35.064
2242,32.956,35.076
2243,32.956,35.088
2244,32.956,35.1
2245,32.956,35.112
2246,32.956,35.124
2247,32.956,35.136
2248,32.967,34.56
2249,32.967,34.572
2250,32.967,34.584
2251,32.967,34.596
2252,32.967,34.608
2253,32.967,34.62
2254,32.967,34.632
2255,32.967,34.644
2256,32.967,34.656
2257,32.967,34.668
2258,32.967,34.68
2259,32.967,34.692
2260,32.967,34.704
2261,32.967,34.716
2262,32.967,34.728
2263,32.967,34.74
2264,32.967,34.752
2265,32.967,34.764
2266,32.967,34.776
2267,32.967,34.788
2268,32.967,34.8
2269,32.967,34.812
2270,32.967,34.824
2271,32.967,34.836
2272,32.967,34.848
2273,32.967,34.86
2274,32.967,34.872
2275,32.967,34.884
2276,32.967,34.896
2277,32.967,34.908
2278,32.967,34.92
2279,32.967,34.932
2280,32.967,34.944
2281,32.967,34.956
2282,32.967,34.968
2283,32.967,34.98
2284,32.967,34.992
2285,32.967,35.004
2286,32.967,35.016
2287,32.967,35.028
2288,32.967,35.04
2289,32.967,35.052
2290,32.967,35.064
2291,32.967,35.076
2292,32.967,35.088
2293,32.967,35.1
2294,32.967,35.112
2295,32.967,35.124
2296,32.967,35.136
2297,32.978,34.56
2298,32.978,34.572
2299,32.978,34.584
2300,32.978,34.596
2301,32.978,34.608
2302,32.978,34.62
2303,32.978,34.632
2304,32.978,34.644
2305,32.978,34.656
2306,32.978,34.668
2307,32.978,34.68
2308,32.978,34.692
2309,32.978,34.704
2310,32.978,34.716
2311,32.978,34.728
2312,32.978,34.74
2313,32.978,34.752
2314,32.978,34.764
2315,32.978,34.776
2316,32.978,34.788
2317,32.978,34.8
2318,32.978,34.812
2319,32.978,34.824
2320,32.978,34.836
2321,32.978,34.848
2322,32.978,34.86
2323,32.978,34.872
2324,32.978,34.884
2325,32.978,34.896
2326,32.978,34.908
2327,32.978,34.92
2328,32.978,34.932
2329,32.978,34.944
2330,32.978,34.956
2331,32.978,34.968
2332,32.978,34.98
2333,32.978,34.992
2334,32.978,35.004
2335,32.978,35.016
2336,32.978,35.028
2337,32.978,35.04
2338,32.978,35.052
2339,32.978,35.064
2340,32.978,35.076
2341,32.978,35.088
2342,32.978,35.1
2343,32.978,35.112
2344,32.978,35.124
2345,32.978,35.136
2346,32.978,35.148
2347,32.989,34.56
2348,32.989,34.572
2349,32.989,34.584
2350,32.989,34.596
2351,32.989,34.608
2352,32.989,34.62
2353,32.989,34.632
2354,32.989,34.644
2355,32.989,34.656
2356,32.989,34.668
2357,32.989,34.68
2358,32.989,34.692
2359,32.989,34.704
2360,32.989,34.716
2361,32.989,34.728
2362,32.989,34.74
2363,32.989,34.752
2364,32.989,34.764
2365,32.989,34.776
2366,32.989,34.788
2367,32.989,34.8
2368,32.989,34.812
2369,32.989,34.824
2370,32.989,34.836
2371,32.989,34.848
2372,32.989,34.86
2373,32.989,34.872
2374,32.989,34.884
2375,32.989,34.896
2376,32.989,34.908
2377,32.989,34.92
2378,32.989,34.932
2379,32.989,34.944
2380,32.989,34.956
2381,32.989,34.968
2382,32.989,34.98
2383,32.989,34.992
2384,32.989,35.004
2385,32.989,35.016
2386,32.989,35.028
2387,32.989,35.04
2388,32.989,35.052
2389,32.989,35.064
2390,32.989,35.076
2391,32.989,35.088
2392,32.989,35.1
2393,32.989,35.112
2394,32.989,35.124
2395,32.989,35.136
2396,32.989,35.148
2397,32.989,35.16
2398,33,34.56
2399,33,34.572
2400,33,34.584
2401,33,34.596
2402,33,34.608
2403,33,34.62
2404,33,34.632
2405,33,34.644
2406,33,34.656
2407,33,34.668
2408,33,34.68
2409,33,34.692
2410,33,34.704
2411,33,34.716
2412,33,34.728
2413,33,34.74
2414,33,34.752
2415,33,34.764
2416,33,34.776
2417,33,34.788
2418,33,34.8
2419,33,34.812
2420,33,34.824
2421,33,34.836
2422,33,34.848
2423,33,34.86
2424,33,34.872
2425,33,34.884
2426,33,34.896
2427,33,34.908
2428,33,34.92
2429,33,34.932
2430,33,34.944
2431,33,34.956
2432,33,34.968
2433,33,34.98
2434,33,34.992
2435,33,35.004
2436,33,35.016
2437,33,35.028
2438,33,35.04
2439,33,35.052
2440,33,35.064
2441,33,35.076
2442,33,35.088
2443,33,35.1
2444,33,35.112
2445,33,35.124
2446,33,35.136
2447,33,35.148
2448,33,35.16
2449,33.011,34.56
2450,33.011,34.572
2451,33.011,34.584
2452,33.011,34.596
2453,33.011,34.608
2454,33.011,34.62
2455,33.011,34.632
2456,33.011,34.644
2457,33.011,34.656
2458,33.011,34.668
2459,33.011,34.68
2460,33.011,34.692
2461,33.011,34.704
2462,33.011,34.716
2463,33.011,34.728
2464,33.011,34.74
2465,33.011,34.752
2466,33.011,34.764
2467,33.011,34.776
2468,33.011,34.788
2469,33.011,34.8
2470,33.011,34.812
2471,33.011,34.824
2472,33.011,34.836
2473,33.011,34.848
2474,33.011,34.86
2475,33.011,34.872
2476,33.011,34.884
2477,33.011,34.896
